Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Language,Top_Video_Views,Last_Upload_Date
xWizard3707Gaming,Turkey,Overwatch,Minecraft,1064,2984189,318,9384,9,2,4,1043,249,13.77,English,368388,12-04-2025
OGNinja5384Live,Mexico,Hearthstone,Rainbow Six Siege,13154,6434229,313,20556,1,3,9,603,373,4.75,Portuguese,367253,12-06-2025
ProFury6633Official,Spain,Call of Duty,,3265,12415498,291,42664,9,5,21,3213,966,9.8,English,737127,15-07-2025
FNRogue9084Official,Indonesia,FIFA,Minecraft,4581,2287459,299,7650,1,1,9,685,109,10.38,English,16299,08-06-2025
GGNinja3411TV,India,Apex Legends,,34390,108241234,298,363225,10,7,2,17303,6651,6.59,Portuguese,4822605,11-06-2025
FNFury4024Highlights,India,Fortnite,,6717,9541147,311,30678,10,1,11,2361,902,10.64,Spanish,1064640,02-07-2025
RealStorm4826Esports,Pakistan,Fighting Games,Overwatch,7053,5853831,334,17526,3,7,2,1604,232,10.48,Filipino,407530,06-08-2025
RealHunter2675Gaming,Indonesia,League of Legends,,16580,6134600,307,19982,1,2,6,2073,437,12.56,Portuguese,644906,12-07-2025
FNHunter2167TV,China,Minecraft,,1662,1986732,316,6287,3,2,8,410,58,7.44,Japanese,80722,17-06-2025
ProGamer8805Esports,Brazil,Esports News,,778,468942,306,1532,12,2,13,145,12,10.25,Japanese,47872,21-06-2025
ProBlade9246Live,Thailand,Minecraft,,560,1707935,328,5207,11,1,18,261,128,7.47,Portuguese,71549,26-07-2025
GGKing3777Esports,Pakistan,CS:GO Classics,Fighting Games,500,155855,275,566,2,2,16,23,14,6.54,Portuguese,20315,01-05-2025
xStorm4415Live,South Korea,TFT,,80011,71003413,306,232037,2,2,5,8987,5037,6.04,Filipino,2207141,27-05-2025
OfficialShadow2650Esports,Pakistan,Call of Duty,Valorant,510,545326,316,1725,9,2,10,96,15,6.43,English,27419,26-07-2025
FNAce7280TV,Philippines,Esports News,,2092,5856015,310,18890,8,4,12,445,208,3.46,English,224929,23-05-2025
OGGamer9805Channel,Japan,PUBG Mobile,League of Legends,1914,324859,328,990,1,2,10,47,27,7.47,Indonesian,3182,24-07-2025
MrBlade9850Channel,Indonesia,Counter-Strike 2,,4874,12308446,276,44595,12,2,10,3800,544,9.74,German,2041553,31-07-2025
FNStorm925Gaming,Brazil,Fighting Games,Rainbow Six Siege,10994,20811715,291,71517,4,7,2,6064,1821,11.03,Korean,402462,17-07-2025
xStorm3977Gaming,France,Rocket League,CS:GO Classics,11810,1868361,292,6398,1,4,5,175,77,3.94,English,140323,08-08-2025
MsHunter3246Highlights,India,Sim Racing,,1172,108704,283,384,1,0.5,10,18,10,7.29,Hindi,7297,05-06-2025
xSniper7534Plays,Russia,League of Legends,,2281,2222009,302,7357,12,5,2,566,204,10.47,Russian,79130,29-07-2025
OfficialWizard6090Channel,Pakistan,Minecraft,,4685,15577257,347,44891,12,10,16,2327,273,5.79,English,1047216,17-07-2025
OfficialStorm1075Network,Pakistan,Sim Racing,Mobile Legends,2002,2712871,308,8808,4,7,4,544,213,8.59,Portuguese,230623,09-04-2025
ProHunter2987Clips,UK,Apex Legends,,39017,15394714,338,45546,2,5,16,4157,420,10.05,Japanese,673421,13-06-2025
FNGamer4395Network,Germany,Rainbow Six Siege,,6539,7074221,279,25355,3,3,16,530,263,3.13,Hindi,691071,07-06-2025
xWizard3329Clips,Pakistan,FIFA,Teamfight Tactics,9660,8231449,304,27077,11,1,9,1289,446,6.41,German,888777,21-07-2025
MsBlade1603Official,India,Grand Theft Auto V,,8609,33766265,320,105519,9,3,18,3612,2047,5.36,Korean,2846386,10-08-2025
FNStorm2963Esports,Vietnam,Hearthstone,Hearthstone,19488,16270735,303,53698,2,4,16,1759,705,4.59,Hindi,2422156,04-07-2025
MrSniper1246Plays,USA,Fortnite,,3982,7860043,370,21243,4,1,10,2462,411,13.52,Portuguese,182404,11-07-2025
RealShadow7891Network,Vietnam,Esports News,Hearthstone,500,235713,348,677,1,1,9,39,6,6.65,German,28618,09-08-2025
OGFury6567Clips,Indonesia,CS:GO Classics,Mobile Legends,5650,2376262,290,8194,2,2,19,595,45,7.81,Russian,73645,27-07-2025
TheHunter4491Esports,Japan,Battlefield,,1051,1206936,313,3856,5,3,13,360,74,11.26,Spanish,87316,04-07-2025
MsBlade2477Esports,Russia,Valorant,,1279,4932900,323,15272,10,1,18,377,273,4.26,Korean,142659,23-05-2025
GGKing6532Network,Mexico,Fortnite,,7617,840438,330,2546,1,3,2,112,56,6.6,Filipino,78970,01-06-2025
OfficialHunter1686Highlights,Canada,Battlefield,,21617,45490227,306,148660,11,7,13,15343,3158,12.45,Korean,2763400,13-06-2025
TheQueen417Highlights,Russia,PUBG Mobile,FIFA,3084,2230977,314,7105,7,1,3,754,194,13.34,Korean,168361,10-07-2025
FNHunter1974Network,South Korea,Overwatch,Roblox,4886,4977835,351,14181,4,7,12,812,233,7.37,Hindi,140011,26-04-2025
MsGamer3745Clips,UK,CS:GO Classics,Valorant,45412,81306169,312,260596,6,2,16,14980,1357,6.27,English,6442262,15-07-2025
ProAce9357Esports,Indonesia,Rainbow Six Siege,Dota 2,4381,5082738,265,19180,8,1,22,1835,398,11.64,German,716207,01-06-2025
FNStorm8734Plays,Thailand,Fortnite,Call of Duty,191509,71223260,292,243915,6,1,6,12075,5336,7.14,Filipino,11428526,05-05-2025
OfficialBlade2252Official,Indonesia,Rainbow Six Siege,,7367,5506244,300,18354,2,2,9,581,331,4.97,Korean,287014,13-07-2025
OfficialAce3131Channel,Japan,Valorant,Fortnite,500,29501,306,96,1,1,11,4,2,6.25,Hindi,2191,17-07-2025
TheQueen1735Clips,Indonesia,Rainbow Six Siege,,9950,38847281,312,124510,8,5,6,7313,1629,7.18,Hindi,4927637,06-07-2025
xBlade3773Highlights,India,Overwatch,Valorant,5485,6569856,317,20725,8,4,18,522,180,3.39,Russian,596339,02-06-2025
OGBlade163Plays,Japan,Mobile Legends,Fighting Games,23472,73673804,306,240764,9,7,12,16340,5203,8.95,Indonesian,9030673,13-07-2025
OGShadow4439Channel,Philippines,Dota 2,Rocket League,8752,12898957,306,42153,6,3,13,3962,469,10.51,Korean,1672562,28-06-2025
RealQueen2287Clips,Vietnam,Hearthstone,Counter-Strike 2,2388,2202306,292,7542,12,2,16,538,123,8.76,English,280675,18-04-2025
xWizard1722Plays,Russia,CS:GO Classics,Apex Legends,500,131241,342,383,1,1,12,10,6,4.18,Spanish,18267,26-04-2025
OfficialFury809Live,Vietnam,Teamfight Tactics,,2133,5423964,298,18201,9,3,7,1165,308,8.09,Hindi,675572,09-06-2025
GGPlay7236Gaming,Malaysia,TFT,Call of Duty,764,3984481,328,12147,12,3,12,1104,242,11.08,Indonesian,93783,14-05-2025
MsWizard7553Gaming,Spain,Esports News,PUBG Mobile,1177,1340216,326,4111,3,2,7,106,23,3.14,English,166313,17-06-2025
TheNinja7638Official,USA,Counter-Strike 2,TFT,7644,7204831,303,23778,11,7,13,617,707,5.57,German,149276,05-07-2025
FNStorm6134Highlights,Thailand,Apex Legends,Counter-Strike 2,43124,37291015,315,118384,6,3,18,6755,2711,8,Korean,2492867,27-06-2025
OfficialPlay2152Official,Mexico,FIFA,,5605,10669087,339,31472,10,5,5,1243,492,5.51,Hindi,593354,29-07-2025
TheShadow8221Channel,Mexico,Fortnite,Roblox,500,511917,305,1678,10,3,3,190,16,12.28,Portuguese,15977,15-06-2025
GGFury4168TV,Turkey,Esports News,Battlefield,6071,17069529,292,58457,11,2,12,4567,409,8.51,Indonesian,418357,18-06-2025
OGQueen8843Esports,South Korea,Hearthstone,Esports News,20223,119624497,349,342763,12,4,7,16703,7473,7.05,Russian,5446375,08-06-2025
xWizard2955Esports,Indonesia,Grand Theft Auto V,,1123,2845886,328,8676,9,1,12,784,112,10.33,German,303202,05-07-2025
ProNinja8893Channel,Canada,FIFA,Sim Racing,2405,10154671,298,34076,11,3,14,1959,365,6.82,Spanish,404875,21-05-2025
MsSniper680Network,France,Fortnite,Mobile Legends,3051,3270568,309,10584,3,2,2,351,153,4.76,Japanese,514022,19-07-2025
MrSniper6263Esports,Indonesia,Esports News,Mobile Legends,849,1835793,295,6223,5,1,16,272,123,6.35,Japanese,13969,06-08-2025
FNFury3424Clips,Malaysia,Rocket League,,8410,6184527,302,20478,5,2,5,1725,446,10.6,German,600264,02-08-2025
RealGamer2788Network,Thailand,Counter-Strike 2,Rocket League,2456,9559287,320,29872,10,2,12,752,631,4.63,Spanish,861016,10-04-2025
FNWizard9146Plays,Brazil,FIFA,TFT,5832,18232400,293,62226,7,1,8,2941,1654,7.38,Spanish,943741,26-07-2025
MrBlade1561TV,Germany,Sim Racing,,720,366276,291,1258,4,5,9,51,13,5.09,Hindi,38473,24-05-2025
OGPlay937Clips,Malaysia,Fortnite,Overwatch,1480,3354673,291,11528,11,2,22,462,241,6.1,Japanese,333547,09-07-2025
TheBlade7656Official,South Korea,Fighting Games,,9469,18428408,301,61223,4,2,14,5404,460,9.58,English,2143897,15-06-2025
GGKing4749Highlights,UK,PUBG Mobile,PUBG Mobile,1641,4610359,294,15681,7,2,17,1608,293,12.12,Indonesian,688609,06-08-2025
MrNinja940TV,South Korea,Fortnite,Grand Theft Auto V,47246,75333410,293,257110,9,4,13,23547,5039,11.12,Japanese,1754394,04-06-2025
GGBlade8249Live,Mexico,TFT,,1572,5252856,321,16364,11,0.5,16,1383,170,9.49,Filipino,688816,13-07-2025
OGQueen8640TV,Vietnam,Mobile Legends,Overwatch,4270,3961650,304,13031,4,3,15,1454,192,12.63,German,38866,12-07-2025
GGFury8872Plays,Thailand,League of Legends,,13255,14341079,363,39507,4,2,14,1020,1014,5.15,Spanish,195879,14-03-2025
TheGamer5254Highlights,Spain,Fortnite,,500,629474,295,2133,6,7,19,78,18,4.5,Russian,97185,06-06-2025
MrQueen7829Esports,Vietnam,League of Legends,Rainbow Six Siege,500,527096,282,1869,6,3,13,114,29,7.65,Portuguese,67042,02-08-2025
TheHunter2817Live,Vietnam,Hearthstone,Call of Duty,500,1237751,314,3941,7,1,26,225,111,8.53,Russian,129461,09-06-2025
ProQueen8322Network,France,League of Legends,Call of Duty,22474,8997326,301,29891,1,2,18,1847,526,7.94,English,802746,04-05-2025
OfficialHunter7902Channel,Spain,CS:GO Classics,Minecraft,1232,6007340,354,16969,11,3,5,689,392,6.37,Spanish,669310,01-04-2025
TheKing9577Official,Turkey,Fortnite,Mobile Legends,178638,64255276,318,202060,3,0.5,11,7062,5187,6.06,German,7473550,30-03-2025
TheBlade5000Gaming,Spain,Mobile Legends,,1208,4569338,277,16495,9,7,14,1169,166,8.09,Portuguese,305296,27-06-2025
RealPlay5225Gaming,Germany,Teamfight Tactics,League of Legends,4004,3955800,284,13928,6,1,12,1571,145,12.32,Hindi,358996,06-03-2025
OGShadow9595Official,Malaysia,Apex Legends,,35149,51099906,291,175601,6,0.5,16,10395,4208,8.32,Spanish,4416751,23-07-2025
MrStorm9101Channel,USA,Roblox,TFT,73846,168239523,320,525748,5,0.5,17,12794,12529,4.82,Spanish,11998491,27-04-2025
TheStorm3008Gaming,India,FIFA,Fighting Games,80692,225920882,319,708215,11,4,4,64176,4606,9.71,Russian,24593764,24-07-2025
OGAce1742Channel,Philippines,Battlefield,,20606,8572833,316,27129,3,2,20,1332,354,6.21,German,1110474,10-07-2025
GGStorm5779Live,Germany,Rocket League,Mobile Legends,15344,20581671,344,59830,11,1,9,2663,895,5.95,Filipino,2863101,02-08-2025
MrStorm4914Official,Thailand,Rocket League,Grand Theft Auto V,7692,10108930,334,30266,5,7,8,1586,778,7.81,Filipino,660544,20-07-2025
MsStorm9052Plays,USA,Grand Theft Auto V,,10356,4072006,351,11601,1,1,8,1071,180,10.78,Filipino,412172,26-06-2025
MrFury9650Network,France,Apex Legends,Rocket League,1234,1846344,304,6073,3,2,17,618,170,12.98,Filipino,176281,02-06-2025
OfficialStorm209Esports,Brazil,Valorant,,805,1301955,285,4568,4,1,10,359,136,10.84,Japanese,48809,29-04-2025
xPlay2778Clips,Canada,TFT,Call of Duty,2964,6589792,347,18990,5,7,8,992,465,7.67,Spanish,316469,06-08-2025
TheFury4482Channel,Philippines,TFT,Apex Legends,2270,8774107,321,27333,10,4,9,1395,592,7.27,English,1168756,20-05-2025
xNinja9335Highlights,Pakistan,Teamfight Tactics,Roblox,1443,5882407,297,19806,9,4,2,642,293,4.72,Portuguese,807556,21-04-2025
FNStorm9733Official,Indonesia,Fortnite,,9083,3063953,296,10351,4,0.5,7,1173,69,12,Japanese,443772,28-07-2025
ProGamer221TV,Spain,Minecraft,,13745,19317328,292,66155,3,3,5,5544,1278,10.31,English,267382,20-07-2025
FNQueen6841Gaming,France,Dota 2,Dota 2,3433,7840380,339,23127,10,3,10,524,324,3.67,Indonesian,1145240,24-06-2025
MrStorm7265Esports,UK,TFT,Valorant,31699,14731362,312,47215,1,2,16,4071,650,10,Hindi,1357251,20-07-2025
ProStorm6716Network,Vietnam,Dota 2,Valorant,500,420398,312,1347,10,2,15,87,29,8.61,German,35414,09-04-2025
MrAce4298Esports,Germany,Esports News,Battlefield,2186,4877306,301,16203,6,7,20,1899,268,13.37,Spanish,603588,17-07-2025
OGPlay863Live,Germany,Rainbow Six Siege,Fortnite,946,2523378,305,8273,7,0.5,18,843,196,12.56,Portuguese,68836,25-06-2025
FNBlade7051Esports,Spain,Battlefield,League of Legends,500,2493049,313,7965,10,3,9,295,119,5.2,English,103315,15-06-2025
RealStorm1094Official,Thailand,Hearthstone,Overwatch,2611,8271332,312,26510,8,2,12,2439,232,10.08,Indonesian,1251757,19-06-2025
MsPlay4671Esports,UK,Valorant,Apex Legends,2453,6539447,304,21511,12,3,12,1474,355,8.5,Russian,256558,12-04-2025
ProAce3795Plays,Russia,Valorant,,33574,10097778,295,34229,1,1,2,1324,984,6.74,Portuguese,621463,13-05-2025
FNShadow818TV,UK,Hearthstone,Rainbow Six Siege,8178,21094129,324,65105,12,1,5,5851,1630,11.49,English,899549,10-06-2025
xWizard3599Clips,Malaysia,Rainbow Six Siege,League of Legends,578,319537,299,1068,4,3,11,79,10,8.33,English,26916,11-05-2025
RealBlade3290Clips,Japan,Roblox,PUBG Mobile,57904,103074129,283,364219,11,10,11,8390,5384,3.78,English,14783639,21-07-2025
GGWizard2911Plays,Turkey,Minecraft,,21028,15760984,285,55301,5,10,15,4681,1559,11.28,Spanish,2333886,06-05-2025
TheStorm4881Live,Mexico,Call of Duty,,7565,4493109,310,14493,2,1,15,1210,117,9.16,Indonesian,255060,29-03-2025
MsShadow1423TV,Pakistan,Esports News,,2074,949419,296,3207,1,1,2,110,36,4.55,Japanese,17839,24-07-2025
FNFury6264TV,Indonesia,FIFA,Apex Legends,642,2366293,329,7192,8,3,15,394,83,6.63,German,53234,22-07-2025
ProQueen767Channel,Malaysia,Mobile Legends,,1643,735837,278,2646,6,2,13,207,50,9.71,Korean,109007,28-05-2025
MrAce8666Plays,India,Roblox,,17017,7313458,313,23365,5,4,16,791,356,4.91,German,527583,24-05-2025
TheSniper7961Live,UK,League of Legends,Sim Racing,60799,87716673,302,290452,9,3,18,30576,2032,11.23,Spanish,12030413,17-03-2025
ProBlade6554Channel,UK,Dota 2,,35213,63825122,313,203914,11,2,11,4638,4227,4.35,Hindi,546237,10-06-2025
OfficialHunter1817Clips,India,Grand Theft Auto V,,1363,1389853,310,4483,11,3,19,135,33,3.75,Hindi,16481,08-08-2025
MrPlay900Highlights,Turkey,Apex Legends,Mobile Legends,500,224808,316,711,2,1,7,22,14,5.06,Hindi,12188,18-06-2025
MsHunter2127Channel,Vietnam,CS:GO Classics,Minecraft,3734,11742549,289,40631,10,4,6,2958,718,9.05,English,479439,18-05-2025
MrNinja3579Network,Turkey,Teamfight Tactics,Fortnite,500,1861037,319,5833,12,2,15,478,101,9.93,Filipino,192310,29-04-2025
GGQueen5800Live,Turkey,Fortnite,Apex Legends,4999,11779377,293,40202,8,5,10,2427,268,6.7,Spanish,1209888,05-08-2025
ProAce9379Official,Malaysia,PUBG Mobile,Call of Duty,2353,5238780,300,17462,11,1,14,853,366,6.98,Portuguese,784506,18-07-2025
OGFury7587TV,Vietnam,Overwatch,,1414,5202177,330,15764,10,2,24,1591,248,11.67,English,628134,05-07-2025
TheFury4447Gaming,Indonesia,Fortnite,Mobile Legends,500,1898629,306,6204,9,7,14,166,94,4.19,Korean,42426,05-08-2025
MrShadow7286Plays,China,Roblox,League of Legends,6780,1395482,325,4293,1,3,13,206,85,6.78,Russian,191385,31-05-2025
MrKing2403Highlights,China,PUBG Mobile,TFT,1271,787303,307,2564,7,7,7,61,51,4.37,Spanish,19899,10-08-2025
RealKing1824Clips,Mexico,Overwatch,Apex Legends,500,733394,306,2396,8,4,2,51,12,2.63,English,27417,08-08-2025
RealPlay3248Highlights,Mexico,Roblox,,500,167723,285,588,3,7,12,32,4,6.12,Portuguese,15437,16-07-2025
MrShadow204Esports,Brazil,Minecraft,Minecraft,2852,2969632,269,11039,4,2,18,435,120,5.03,Russian,81202,07-08-2025
FNNinja4639Channel,Philippines,Call of Duty,Minecraft,50797,18312951,329,55662,3,1,10,2607,1221,6.88,English,717323,22-07-2025
xHunter4910Channel,Turkey,Mobile Legends,Valorant,42532,76896196,319,241053,7,5,14,24610,4680,12.15,English,5662362,07-07-2025
TheFury1625Official,Russia,Counter-Strike 2,Battlefield,1434,1928818,296,6516,9,5,21,236,155,6,Indonesian,90731,01-07-2025
MrBlade4523Official,Philippines,Hearthstone,,1137,1304465,296,4406,3,3,20,431,103,12.12,Indonesian,209007,21-07-2025
OfficialShadow3222Clips,Malaysia,Dota 2,PUBG Mobile,6310,2362680,289,8175,6,3,15,715,215,11.38,Japanese,79920,17-07-2025
MsStorm7601Live,France,FIFA,Minecraft,603,1445443,322,4488,8,7,13,236,64,6.68,English,132454,24-05-2025
MsKing6363Live,Turkey,Grand Theft Auto V,Sim Racing,4831,3660054,302,12119,6,1,3,904,165,8.82,Japanese,313837,23-06-2025
GGBlade7809Plays,India,Grand Theft Auto V,Battlefield,10155,1024565,314,3262,2,3,8,210,84,9.01,Hindi,77375,17-04-2025
MrGamer519Official,Canada,Grand Theft Auto V,Esports News,21228,65551645,322,203576,7,0.5,10,6685,2227,4.38,English,2691725,14-07-2025
MrPlay3415Live,South Korea,Rocket League,,2539,1788408,302,5921,2,1,7,655,97,12.7,Japanese,66054,11-07-2025
OfficialWizard4790Channel,India,Rainbow Six Siege,Roblox,2151,406643,294,1383,2,2,13,106,13,8.6,German,22928,03-06-2025
TheWizard738Gaming,UK,Counter-Strike 2,Call of Duty,731,509993,283,1802,2,5,23,194,50,13.54,Hindi,54856,05-07-2025
OfficialHunter1139Live,South Korea,PUBG Mobile,Hearthstone,793,2837079,263,10787,11,4,21,1104,163,11.75,Indonesian,322337,29-07-2025
MsBlade5574Network,Brazil,Apex Legends,PUBG Mobile,2074,545483,323,1688,1,10,13,47,17,3.79,German,65970,18-05-2025
xRogue9020Esports,Canada,Overwatch,Grand Theft Auto V,5365,14084882,319,44153,11,0.5,17,1798,984,6.3,Filipino,731421,08-07-2025
MsAce1418Official,Indonesia,Mobile Legends,Dota 2,12858,5775574,314,18393,1,2,8,635,204,4.56,Portuguese,663271,24-06-2025
MsWizard9251Gaming,UK,PUBG Mobile,Call of Duty,824,924706,291,3177,7,1,21,327,90,13.13,Russian,140879,02-05-2025
RealStorm4912Channel,Russia,Minecraft,Sim Racing,32477,89340144,291,307010,12,0.5,3,32618,4356,12.04,Russian,13256378,26-06-2025
TheAce2764Network,France,Esports News,,1931,1912674,321,5958,5,1,17,433,128,9.42,Japanese,145111,24-06-2025
OfficialRogue3592Official,China,Minecraft,Minecraft,2880,12578241,312,40314,11,1,15,1226,549,4.4,Korean,1360345,26-07-2025
MsNinja4369Official,Russia,CS:GO Classics,Fighting Games,901,1249892,306,4084,3,2,7,137,102,5.85,Indonesian,171186,04-06-2025
OfficialShadow8130Highlights,Mexico,Roblox,Dota 2,500,216200,325,665,1,1,11,67,18,12.78,German,6284,05-08-2025
TheFury4402Official,India,Overwatch,,12264,55171252,316,174592,11,2,5,19714,4312,13.76,Hindi,8371979,24-06-2025
OGHunter5493Official,China,CS:GO Classics,Esports News,9690,47873975,313,152951,10,7,5,6110,4009,6.62,Portuguese,4726943,18-07-2025
RealRogue6369Esports,Pakistan,Sim Racing,Valorant,1900,4146351,333,12451,6,4,2,262,93,2.85,Indonesian,193701,10-08-2025
FNNinja7351Highlights,South Korea,Fighting Games,Teamfight Tactics,3318,14160282,299,47358,11,5,17,2514,1330,8.12,Japanese,1286059,08-08-2025
FNGamer177Esports,Germany,Fortnite,,6805,3349837,312,10736,1,5,19,247,221,4.36,English,401082,17-06-2025
TheBlade4808Esports,Indonesia,TFT,,500,239156,312,766,9,2,2,78,20,12.79,English,31725,19-06-2025
GGBlade3693Highlights,Philippines,Counter-Strike 2,,1278,857082,301,2847,2,4,23,196,62,9.06,Korean,47807,30-07-2025
MrPlay2242Official,Mexico,CS:GO Classics,Minecraft,10623,4063692,302,13455,1,4,12,1132,135,9.42,English,247941,08-06-2025
MrRogue9304Official,Canada,Fortnite,,500,2778133,311,8932,12,1,14,546,180,8.13,Portuguese,368506,17-05-2025
ProNinja7662Network,Thailand,CS:GO Classics,,4768,14943434,312,47895,7,7,3,2612,348,6.18,Japanese,2025578,13-07-2025
TheFury8450Live,Spain,Sim Racing,Rocket League,500,1286646,316,4071,6,2,20,171,91,6.44,Russian,142454,25-06-2025
MrQueen4362TV,USA,Overwatch,,6287,17940812,312,57502,6,0.5,13,5580,875,11.23,Indonesian,2001402,01-07-2025
xKing199Gaming,Turkey,Apex Legends,,2815,4107375,343,11974,5,3,19,1072,105,9.83,Filipino,168400,16-06-2025
ProWizard5553Network,Spain,Apex Legends,Minecraft,500,292127,300,973,11,4,19,54,28,8.43,Japanese,46600,06-07-2025
RealRogue5525Channel,Germany,Fortnite,,19217,4225778,292,14471,4,3,20,754,398,7.96,Portuguese,619508,11-07-2025
OGSniper4390Clips,Mexico,League of Legends,FIFA,920,2986286,310,9633,11,1,8,193,263,4.73,English,422345,28-07-2025
TheShadow6404Esports,China,Minecraft,Grand Theft Auto V,815,801544,293,2735,4,2,11,72,67,5.08,Russian,31143,15-05-2025
OfficialFury5264Plays,Germany,Rocket League,TFT,4108,3118714,335,9309,3,2,8,766,207,10.45,Hindi,458214,07-06-2025
FNWizard263Esports,China,TFT,Rocket League,18728,43108509,319,135136,10,10,17,9656,2888,9.28,Russian,3160330,28-05-2025
ProWizard3611Channel,South Korea,Hearthstone,,586,2170434,313,6934,8,5,14,440,53,7.11,Hindi,240816,16-05-2025
MsRogue1273TV,UK,CS:GO Classics,,3290,4873761,318,15326,7,4,18,1574,421,13.02,Japanese,691768,07-07-2025
OfficialKing7002Live,Japan,Minecraft,Fighting Games,5920,23192897,310,74815,9,1,19,5266,2022,9.74,Portuguese,511832,03-06-2025
ProNinja8008Live,Indonesia,Fighting Games,,9035,4122572,301,13696,1,2,2,800,324,8.21,Russian,236630,25-05-2025
MrQueen1538Clips,Thailand,Call of Duty,,3953,7603321,292,26038,7,2,20,940,733,6.43,German,512270,12-04-2025
OfficialFury7465Plays,South Korea,PUBG Mobile,Esports News,1656,4158582,310,13414,10,2,18,1369,252,12.08,Spanish,525183,04-04-2025
GGRogue4292TV,UK,Sim Racing,Rocket League,793,1244880,306,4068,4,0.5,10,315,65,9.34,Japanese,65848,19-07-2025
OfficialFury7489Channel,Germany,Mobile Legends,,3421,8826557,331,26666,7,3,14,779,778,5.84,Spanish,553496,06-08-2025
ProHunter6147Channel,Russia,Sim Racing,,536,1272512,305,4172,12,2,11,354,69,10.14,Portuguese,84350,02-08-2025
xRogue7396Esports,Russia,Grand Theft Auto V,,500,48073,329,146,1,3,16,9,3,8.22,English,6683,23-07-2025
OGHunter4201Live,Japan,Call of Duty,Fighting Games,5993,5069585,300,16898,5,0.5,10,1709,242,11.55,Spanish,36555,29-06-2025
MrPlay7658Channel,South Korea,Minecraft,Mobile Legends,12661,4138735,313,13222,3,2,15,1479,276,13.27,Hindi,115538,02-08-2025
TheKing6353Channel,Philippines,Valorant,,500,456573,312,1463,5,4,12,117,33,10.25,Russian,68116,08-06-2025
RealHunter9068Gaming,Japan,Overwatch,Minecraft,592,397397,306,1298,4,2,9,120,26,11.25,Hindi,40582,20-05-2025
