Tournament Name,Game,Genre,Organizer,Frequency,Prize Pool (USD)_Adjusted,Year,Country,Prize Pool (USD)
League of Legends Championship 251,League of Legends,MOBA,Epic Games,Annual,5233523,2025,Brazil,5233523
League of Legends Championship 251,League of Legends,MOBA,Epic Games,Annual,2993303,2023,Brazil,2993303
League of Legends Championship 251,League of Legends,MOBA,Epic Games,Annual,2573584,2024,Brazil,2573584
League of Legends Championship 251,League of Legends,MOBA,Epic Games,Annual,2078674,2025,Brazil,2078674
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1577347,2023,India,1577347
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1472118,2024,India,1472118
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1188301,2025,India,1188301
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1510445,2023,India,1510445
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1405570,2024,India,1405570
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1181225,2025,India,1181225
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1633895,2023,India,1633895
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1504488,2024,India,1504488
Dota 2 Championship 252,Dota 2,MOBA,Riot Games,Bi-Annual,1711674,2025,India,1711674
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,2957073,2023,Saudi Arabia,2957073
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,3487166,2024,Saudi Arabia,3487166
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,4178413,2025,Saudi Arabia,4178413
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,2282669,2023,Saudi Arabia,2282669
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,2620419,2024,Saudi Arabia,2620419
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,2858508,2025,Saudi Arabia,2858508
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,3075007,2023,Saudi Arabia,3075007
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,3686733,2024,Saudi Arabia,3686733
Counter-Strike 2 Championship 253,Counter-Strike 2,FPS,Krafton,Annual,4099504,2025,Saudi Arabia,4099504
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,1009117,2023,Brazil,1009117
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,1207282,2024,Brazil,1207282
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,1389201,2025,Brazil,1389201
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,730694,2023,Brazil,730694
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,622163,2024,Brazil,622163
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,533964,2025,Brazil,533964
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,677070,2023,Brazil,677070
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,586556,2024,Brazil,586556
League of Legends Championship 254,League of Legends,MOBA,EA Sports,Bi-Annual,522907,2025,Brazil,522907
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2023,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2024,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2500000,2025,France,2500000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2023,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2024,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2500000,2025,France,2500000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2023,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2250000,2024,France,2250000
Valorant Championship 255,Valorant,FPS,Activision,Bi-Annual,2500000,2025,France,2500000
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,3629794,2023,South Korea,3629794
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,3746208,2024,South Korea,3746208
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,3982646,2025,South Korea,3982646
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,2899847,2023,South Korea,2899847
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,2730412,2024,South Korea,2730412
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,2342158,2025,South Korea,2342158
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,3589129,2023,South Korea,3589129
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,3936670,2024,South Korea,3936670
Tekken 8 Championship 256,Tekken 8,Fighting,Riot Games,Quarterly,4392891,2025,South Korea,4392891
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,597883,2023,Canada,597883
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,486310,2024,Canada,486310
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,450828,2025,Canada,450828
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,917632,2023,Canada,917632
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,1110558,2024,Canada,1110558
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,1310610,2025,Canada,1310610
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,781925,2023,Canada,781925
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,909779,2024,Canada,909779
PUBG Mobile Championship 257,PUBG Mobile,Battle Royale,Capcom,Quarterly,976836,2025,Canada,976836
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,4964247,2023,Brazil,4964247
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,5657289,2024,Brazil,5657289
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,5955483,2025,Sweden,5955483
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,4360828,2023,Brazil,4360828
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,4663030,2024,United States,4663030
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,5546891,2025,China,5546891
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,4026885,2023,United States,4026885
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,3462040,2024,Japan,3462040
Counter-Strike 2 Championship 258,Counter-Strike 2,FPS,EA Sports,Bi-Annual,2713711,2025,France,2713711
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,565665,2023,Saudi Arabia,565665
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,479098,2024,Saudi Arabia,479098
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,410976,2025,Saudi Arabia,410976
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,675092,2023,Saudi Arabia,675092
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,795970,2024,Saudi Arabia,795970
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,926333,2025,Saudi Arabia,926333
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,524910,2023,Saudi Arabia,524910
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,525460,2024,Saudi Arabia,525460
Rocket League Championship 259,Rocket League,Sports,EA Sports,Annual,465774,2025,Saudi Arabia,465774
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,2680969,2023,India,2680969
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,2731277,2024,India,2731277
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,2869983,2025,India,2869983
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,3127229,2023,India,3127229
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,3548958,2024,India,3548958
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,3883808,2025,India,3883808
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,2453346,2023,India,2453346
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,2008284,2024,India,2008284
Street Fighter Championship 260,Street Fighter,Fighting,Krafton,Annual,1719037,2025,India,1719037
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3813977,2023,Germany,3813977
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,4013213,2024,Germany,4013213
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3397617,2025,Germany,3397617
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3750946,2023,Germany,3750946
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,4584169,2024,Germany,4584169
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,5637040,2025,Germany,5637040
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3325999,2023,Germany,3325999
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3485182,2024,Germany,3485182
Street Fighter Championship 261,Street Fighter,Fighting,Epic Games,Quarterly,3826000,2025,Germany,3826000
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,3769505,2023,China,3769505
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,4225760,2024,China,4225760
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,4886979,2025,China,4886979
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,4001790,2023,China,4001790
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,4386949,2024,China,4386949
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,4628792,2025,China,4628792
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,3150073,2023,China,3150073
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,2785008,2024,China,2785008
Rocket League Championship 262,Rocket League,Sports,Epic Games,Quarterly,2715238,2025,China,2715238
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,642898,2023,China,642898
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,762624,2024,China,762624
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,713088,2025,China,713088
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,740613,2023,China,740613
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,753612,2024,China,753612
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,908824,2025,China,908824
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,586935,2023,China,586935
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,554580,2024,China,554580
Fortnite Championship 263,Fortnite,Battle Royale,Capcom,Annual,512361,2025,China,512361
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2332126,2023,Japan,2332126
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2103494,2024,Japan,2103494
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2259434,2025,Japan,2259434
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2153704,2023,Japan,2153704
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2365693,2024,Japan,2365693
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2468958,2025,Japan,2468958
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,2308661,2023,Japan,2308661
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,1949902,2024,Japan,1949902
Counter-Strike 2 Championship 264,Counter-Strike 2,FPS,Epic Games,Bi-Annual,1808914,2025,Japan,1808914
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,4929387,2023,China,4929387
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,6102946,2024,China,6102946
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,6679899,2025,China,6679899
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,4830490,2023,China,4830490
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,4504152,2024,China,4504152
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,4689152,2025,China,4689152
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,5533421,2023,China,5533421
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,6564543,2024,China,6564543
Street Fighter Championship 265,Street Fighter,Fighting,Psyonix,Quarterly,7586713,2025,China,7586713
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,131726,2023,United States,131726
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,121930,2024,United States,121930
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,109349,2025,United States,109349
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,184226,2023,United States,184226
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,202020,2024,United States,202020
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,227890,2025,United States,227890
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,197770,2023,United States,197770
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,249350,2024,United States,249350
Dota 2 Championship 266,Dota 2,MOBA,Activision,Bi-Annual,270503,2025,United States,270503
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,1015694,2023,India,1015694
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,1073506,2024,India,1073506
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,1374537,2025,India,1374537
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,802626,2023,India,802626
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,732465,2024,India,732465
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,638101,2025,India,638101
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,749213,2023,India,749213
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,689682,2024,India,689682
Dota 2 Championship 267,Dota 2,MOBA,Tencent,Bi-Annual,620844,2025,India,620844
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1571725,2023,Japan,1571725
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1402203,2024,China,1402203
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1170184,2025,Japan,1170184
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1890764,2023,France,1890764
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,2043493,2024,United States,2043493
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,2358164,2025,Sweden,2358164
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1517139,2023,Germany,1517139
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1776600,2024,France,1776600
PUBG Mobile Championship 268,PUBG Mobile,Battle Royale,EA Sports,Quarterly,1570786,2025,China,1570786
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,573986,2023,China,573986
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,529189,2024,China,529189
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,585148,2025,China,585148
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,792220,2023,China,792220
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,941355,2024,China,941355
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,1109082,2025,China,1109082
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,782786,2023,China,782786
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,870650,2024,China,870650
Tekken 8 Championship 269,Tekken 8,Fighting,Epic Games,Bi-Annual,894362,2025,China,894362
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3453151,2023,Brazil,3453151
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3543667,2024,Brazil,3543667
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3551276,2025,Brazil,3551276
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3021830,2023,Brazil,3021830
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3512066,2024,Brazil,3512066
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3654885,2025,Brazil,3654885
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3019484,2023,Brazil,3019484
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3201512,2024,Brazil,3201512
Rocket League Championship 270,Rocket League,Sports,Activision,Annual,3327762,2025,Brazil,3327762
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,4706351,2023,Japan,4706351
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,5386938,2024,Japan,5386938
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,6027616,2025,Japan,6027616
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,3645465,2023,Japan,3645465
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,3250073,2024,Japan,3250073
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,2598124,2025,Japan,2598124
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,3117638,2023,Japan,3117638
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,2907664,2024,Japan,2907664
Counter-Strike 2 Championship 271,Counter-Strike 2,FPS,Valve,Annual,2447706,2025,Japan,2447706
